prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
167.52,2:47.52,e,DI BELLO Agostino,1991,CM,ATL.LEGGERA LIBERTAS MONOPOLI,1 se- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/DI-BELLO-Agostino/hKiSmZelbGU%3D,https://www.fidal.it/societa/ATL-LEGGERA-LIBERTAS-MONOPOLI/BA077
169.54,2:49.54,e,GARGANO Francesco,1991,CM,ATLETICA BARI,2 se- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/GARGANO-Francesco/hKiSmZeiaWY%3D,https://www.fidal.it/societa/ATLETICA-BARI/BA033
171.19,2:51.19,e,TURCHI Simone,1991,CM,A.S.D ATLETICA CUNEO,1 su- 1,Genova Palasport,2005-02-20,https://www.fidal.it/atleta/TURCHI-Simone/dKyRk5qicGs%3D,https://www.fidal.it/societa/A-S-D-ATLETICA-CUNEO/CN013
172.29,2:52.29,e,CIRILLO Pasquale,1990,CM,HINNA ARCHEOATL. VESUVIO,3 se- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/CIRILLO-Pasquale/gKiRlZSoamQ%3D,https://www.fidal.it/societa/HINNA-ARCHEOATL--VESUVIO/NA063
173.25,2:53.0,m,DI BONITO Giancarlo,1990,CM,A.S.A. DETUR NAPOLI,1 se- 1,Napoli,2005-02-05,https://www.fidal.it/atleta/DI-BONITO-Giancarlo/gKiRlZKmaWo%3D,https://www.fidal.it/societa/A-S-A--DETUR-NAPOLI/NA078
173.3,2:53.30,e,OLIVIERI Daniele,1991,CM,FIAMME GIALLE G. SIMONI,1 se- 2,Napoli,2005-03-06,https://www.fidal.it/atleta/OLIVIERI-Daniele/f6iRl5ulbGU%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
175.55,2:55.3,m,ALBANO Giovanni,1991,CM,A.P. AMATORI ATLETICA NAPOLI,2 se- 1,Napoli,2005-02-05,https://www.fidal.it/atleta/ALBANO-Giovanni/gKiRlZSiaGQ%3D,https://www.fidal.it/societa/A-P--AMATORI-ATLETICA-NAPOLI/NA064
175.36,2:55.36,e,DI BONITO Giancarlo,1990,CM,A.S.A. DETUR NAPOLI,4 se- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/DI-BONITO-Giancarlo/gKiRlZKmaWo%3D,https://www.fidal.it/societa/A-S-A--DETUR-NAPOLI/NA078
175.75,2:55.5,m,PELLICANI Mirko,1990,CM,ATLETICA BARI,1 su- 1,Napoli,2005-01-29,https://www.fidal.it/atleta/PELLICANI-Mirko/hKiSmpSgamw%3D,https://www.fidal.it/societa/ATLETICA-BARI/BA033
176.05,2:55.8,m,DI BONITO Giancarlo,1990,CM,A.S.A. DETUR NAPOLI,2 su- 1,Napoli,2005-01-29,https://www.fidal.it/atleta/DI-BONITO-Giancarlo/gKiRlZKmaWo%3D,https://www.fidal.it/societa/A-S-A--DETUR-NAPOLI/NA078
176.05,2:55.8,m,GARGANO Francesco,1991,CM,ATLETICA BARI,3 se- 1,Napoli,2005-02-05,https://www.fidal.it/atleta/GARGANO-Francesco/hKiSmZeiaWY%3D,https://www.fidal.it/societa/ATLETICA-BARI/BA033
175.94,2:55.94,e,BIANCHI Andrea,1990,CM,POL. LIBERTAS ALBA DOCILIA,2 su- 1,Genova Palasport,2005-02-20,https://www.fidal.it/atleta/BIANCHI-Andrea/daiRk5WmbGY%3D,https://www.fidal.it/societa/POL--LIBERTAS-ALBA-DOCILIA/SV026
