tempo,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
4041,,AVOLEDO Fabiola,2000,CF,LIBERTAS CASARSA,1 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/AVOLEDO-Fabiola/eaqRkpuhcWc%3D,https://www.fidal.it/societa/LIBERTAS-CASARSA/PN025
4004,,RONCATO Anna,2001,CF,ATL.AUDACE NOALE,2 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/RONCATO-Anna/eK2RkpemcWw%3D,https://www.fidal.it/societa/ATL-AUDACE-NOALE/VE464
3994,,AVOLEDO Fabiola,2000,CF,LIBERTAS CASARSA,1 su- 1,Udine,2015-09-12,https://www.fidal.it/atleta/AVOLEDO-Fabiola/eaqRkpuhcWc%3D,https://www.fidal.it/societa/LIBERTAS-CASARSA/PN025
3963,,AVOLEDO Fabiola,2000,CF,LIBERTAS CASARSA,1 su- 1,Rossano Veneto,2015-09-06,https://www.fidal.it/atleta/AVOLEDO-Fabiola/eaqRkpuhcWc%3D,https://www.fidal.it/societa/LIBERTAS-CASARSA/PN025
3951,,CALA Teuta,2000,CF,ATL. STUDENTESCA CA.RI.RI,1 su- 1,Roma,2015-09-23,https://www.fidal.it/atleta/CALA-Teuta/f6uRkpKmb2Y%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
3936,,RONCATO Anna,2001,CF,ATL.AUDACE NOALE,1 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/RONCATO-Anna/eK2RkpemcWw%3D,https://www.fidal.it/societa/ATL-AUDACE-NOALE/VE464
3867,,STERNI Meta,2000,CF,SPORTNO ZDRUZENJE BOR ASSOCI,2 su- 1,Udine,2015-09-12,https://www.fidal.it/atleta/STERNI-Meta/eauRk5Oia2Q%3D,https://www.fidal.it/societa/SPORTNO-ZDRUZENJE-BOR-ASSOCI/TS006
3833,,DE MARCO Carlotta,2000,CF,CENTRO ATLETICA PIOMBINO,3 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/DE-MARCO-Carlotta/fayRkpKfaGg%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
3815,,CALA Teuta,2000,CF,ATL. STUDENTESCA CA.RI.RI,1 su- 1,Latina,2015-07-11,https://www.fidal.it/atleta/CALA-Teuta/f6uRkpKmb2Y%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
3811,,SILVESTRI Emma,2001,CF,COLLECTION ATLETICA SAMBENEDET,1 su- 1,Osimo,2015-06-13,https://www.fidal.it/atleta/SILVESTRI-Emma/e6qRkpOlamo%3D,https://www.fidal.it/societa/COLLECTION-ATLETICA-SAMBENEDET/AP034
3798,,SARTO Ginevra,2001,CF,100 TORRI & VIGEVANO ATL.YOUNG,1 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/SARTO-Ginevra/dqAAARl5Sja2Q%3D,https://www.fidal.it/societa/100-TORRI-&-VIGEVANO-ATL-YOUNG/PV155
3761,,FRANCO Aminata',2000,CF,ATL.MONTEBELLUNA VENETO BANCA,4 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/FRANCO-Aminata-/eKyRkpqjcGw%3D,https://www.fidal.it/societa/ATL-MONTEBELLUNA-VENETO-BANCA/TV335
3749,,ZANON Veronica,2001,CF,ATLETICA GALLIERA VENETA,2 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/ZANON-Veronica/eKqRkpOmb2k%3D,https://www.fidal.it/societa/ATLETICA-GALLIERA-VENETA/PD161
3727,,CALA Teuta,2000,CF,ATL. STUDENTESCA CA.RI.RI,5 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/CALA-Teuta/f6uRkpKmb2Y%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
3706,,SPEZZAFERRO Martina,2000,CF,A.S.D. ENTERPRISE YOUNG,1 fi- 1,Napoli,2015-06-14,https://www.fidal.it/atleta/SPEZZAFERRO-Martina/gKyRkpaiams%3D,https://www.fidal.it/societa/A-S-D--ENTERPRISE-YOUNG/NA986
3671,,TOSO Marta,2000,CF,ATLETICA STRONESE-ZANI SRL,1 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/TOSO-Marta/dKAAARk5qkcGs%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3669,,BOSCARO Linda,2000,CF,ATLETICA RIVIERA DEL BRENTA,3 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/BOSCARO-Linda/eK2RkpWnaGo%3D,https://www.fidal.it/societa/ATLETICA-RIVIERA-DEL-BRENTA/VE473
3654,,PIAZZI Giulia,2000,CF,N.ATL. FANFULLA LODIGIANA,1 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/PIAZZI-Giulia/dq2RlZuncWY%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
3654,,FRANCO Aminata',2000,CF,ATL.MONTEBELLUNA VENETO BANCA,4 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/FRANCO-Aminata-/eKyRkpqjcGw%3D,https://www.fidal.it/societa/ATL-MONTEBELLUNA-VENETO-BANCA/TV335
3650,,MENZ Anna,2000,CF,SPORTCLUB MERAN ASV,6 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/MENZ-Anna/iaiRk5KobGU%3D,https://www.fidal.it/societa/SPORTCLUB-MERAN-ASV/BZ019
3645,,TOSO Marta,2000,CF,ATLETICA STRONESE-ZANI SRL,1 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/TOSO-Marta/dKAAARk5qkcGs%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3610,,MOMO Costanza,2000,CF,SISPORT SSD,2 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/MOMO-Costanza/dK6Rlpajbmo%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3604,,BERNARDI Roberta,2000,CF,ASI ATLETICA BREGANZE,5 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/BERNARDI-Roberta/eK6RkpWlbWc%3D,https://www.fidal.it/societa/ASI-ATLETICA-BREGANZE/VI619
3604,,COSTA Valery,2001,CF,ATLETICA STRONESE-ZANI SRL,2 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/COSTA-Valery/dKAAARlJKobmU%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3597,,BERNARDI Roberta,2000,CF,ASI ATLETICA BREGANZE,1 su- 1,Vicenza,2015-06-20,https://www.fidal.it/atleta/BERNARDI-Roberta/eK6RkpWlbWc%3D,https://www.fidal.it/societa/ASI-ATLETICA-BREGANZE/VI619
3597,,BOSCARO Linda,2000,CF,ATLETICA RIVIERA DEL BRENTA,2 su- 1,Rossano Veneto,2015-09-06,https://www.fidal.it/atleta/BOSCARO-Linda/eK2RkpWnaGo%3D,https://www.fidal.it/societa/ATLETICA-RIVIERA-DEL-BRENTA/VE473
3586,,SARTORI Lucrezia,2001,CF,G.A. BASSANO,2 su- 1,Vicenza,2015-06-20,https://www.fidal.it/atleta/SARTORI-Lucrezia/eK6RkpWgamk%3D,https://www.fidal.it/societa/G-A--BASSANO/VI614
3582,,SARTO Ginevra,2001,CF,100 TORRI & VIGEVANO ATL.YOUNG,3 su- 1,Rossano Veneto,2015-09-06,https://www.fidal.it/atleta/SARTO-Ginevra/dqAAARl5Sja2Q%3D,https://www.fidal.it/societa/100-TORRI-&-VIGEVANO-ATL-YOUNG/PV155
3579,,MENCHINI Rebecca,2001,CF,ATLETICA STRONESE-ZANI SRL,3 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/MENCHINI-Rebecca/dKAAARk5uibGY%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3570,,MOMO Costanza,2000,CF,SISPORT SSD,1 su- 1,Pinerolo,2015-05-10,https://www.fidal.it/atleta/MOMO-Costanza/dK6Rlpajbmo%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3568,,MENCHINI Rebecca,2001,CF,ATLETICA STRONESE-ZANI SRL,3 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/MENCHINI-Rebecca/dKAAARk5uibGY%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3566,,MENZ Anna,2000,CF,SPORTCLUB MERAN ASV,1 su- 1,Lana,2015-04-26,https://www.fidal.it/atleta/MENZ-Anna/iaiRk5KobGU%3D,https://www.fidal.it/societa/SPORTCLUB-MERAN-ASV/BZ019
