tempo,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
15.39,-1.8,BENCOSME DE LEON Jose reynaldo,1992,CM,A.S.D ATLETICA CUNEO,2 ba- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/BENCOSME-DE-LEON-Jose-reynaldo/dKiRk5mnaGU%3D,https://www.fidal.it/societa/A-S-D-ATLETICA-CUNEO/CN013
15.2,,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,1 se- 1,Udine,2007-05-23,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
15.53,-1.1,BENCOSME DE LEON Jose reynaldo,1992,CM,A.S.D ATLETICA CUNEO,2 sf- 2,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/BENCOSME-DE-LEON-Jose-reynaldo/dKiRk5mnaGU%3D,https://www.fidal.it/societa/A-S-D-ATLETICA-CUNEO/CN013
15.88,-1.4,BENCOSME DE LEON Jose reynaldo,1992,CM,A.S.D ATLETICA CUNEO,3 fi- 2,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/BENCOSME-DE-LEON-Jose-reynaldo/dKiRk5mnaGU%3D,https://www.fidal.it/societa/A-S-D-ATLETICA-CUNEO/CN013
16.3,,PAOLUZZI Roberto,1993,CM,ATL.CAPANNE PRO LOCO,1 se- 1,Terni,2007-10-20,https://www.fidal.it/atleta/PAOLUZZI-Roberto/fqiRk5qhaWs%3D,https://www.fidal.it/societa/ATL-CAPANNE-PRO-LOCO/PG014
16.58,-1.8,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,3 ba- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
16.62,-1.1,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,4 sf- 2,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
17.30,-0.0,OLMETTO Emanuele,1992,CM,SS ATL ORISTANO,3 su- 1,Sassari,2007-04-29,https://www.fidal.it/atleta/OLMETTO-Emanuele/iKiSmZamaGw%3D,https://www.fidal.it/societa/SS-ATL-ORISTANO/OR030
17.30,-1.5,FELLINE Francesco,1992,CM,ATL. RIGOLETTO,3 ba- 5,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/FELLINE-Francesco/dqiSl5Slamw%3D,https://www.fidal.it/societa/ATL--RIGOLETTO/MN406
17.40,,AVELLA Antonio,1992,CM,A.S.D.HINNA ARCHEOATL. VESUVIO,3 su- 1,San Marcellino,2007-05-18,https://www.fidal.it/atleta/AVELLA-Antonio/gKiRlpOgbGQ%3D,https://www.fidal.it/societa/A-S-D-HINNA-ARCHEOATL--VESUVIO/NA063
17.42,-1.4,MURGIA Mattia,1992,CM,G.S. TRILACUM,3 ba- 6,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/MURGIA-Mattia/d6iRkpuocWk%3D,https://www.fidal.it/societa/G-S--TRILACUM/TN524
17.54,-1.8,RE Emanuele,1992,CM,ATLETICA  OSIMO,4 ba- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/RE-Emanuele/e6iRk5OocWQ%3D,https://www.fidal.it/societa/ATLETICA-OSIMO/AN001
18.2,,CECOLIN Federico,1992,CM,ATLETICA UDINESE MALIGNANI,6 se- 1,Udine,2007-05-23,https://www.fidal.it/atleta/CECOLIN-Federico/eayRkpuib2g%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
18.5,,PARLANTE Marco,1992,CM,MARATHON U.O.E.I. TRIESTE,8 se- 1,Udine,2007-05-23,https://www.fidal.it/atleta/PARLANTE-Marco/eauRkpmhbWQ%3D,https://www.fidal.it/societa/MARATHON-U-O-E-I--TRIESTE/TS044
18.80,,MANNIELLO Giuseppe,1992,CM,ASD CSAAS AMAT. ATL. SORRENTO,6 su- 1,San Marcellino,2007-05-18,https://www.fidal.it/atleta/MANNIELLO-Giuseppe/gKiRlpKmcWs%3D,https://www.fidal.it/societa/ASD-CSAAS-AMAT--ATL--SORRENTO/NA370
18.6,,RUNCINO Riccardo,1992,CM,A.S.D.  C.U.S. GENOVA,3 se- 1,Genova,2007-05-17,https://www.fidal.it/atleta/RUNCINO-Riccardo/daiRk5aia2s%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
18.7,,MITI Filippo,1992,CM,EDERA ATL. FORLI,1 se- 1,Forli,2007-04-28,https://www.fidal.it/atleta/MITI-Filippo/eqiRlZanbGU%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
18.7,,TELLARINI Devis,1992,CM,ATL. LUGO,2 se- 1,Ravenna,2007-05-02,https://www.fidal.it/atleta/TELLARINI-Devis/eqiRlpKjamU%3D,https://www.fidal.it/societa/ATL--LUGO/RA093
18.7,,ORRU' Francesco,1992,CM,SS SULCIS MAB SERVICE,4 se- 2,Sanluri,2007-05-08,https://www.fidal.it/atleta/ORRU-Francesco/iKiSmZWicWo%3D,https://www.fidal.it/societa/SS-SULCIS-MAB-SERVICE/CA129
18.7,,CECOLIN Federico,1992,CM,ATLETICA UDINESE MALIGNANI,4 su- 1,Udine,2007-05-15,https://www.fidal.it/atleta/CECOLIN-Federico/eayRkpuib2g%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
19.09,,MRABET Amine,1992,CM,ATLETICA LIVORNO,1 se- 2,Grosseto,2007-05-16,https://www.fidal.it/atleta/MRABET-Amine/faiSkpSjbmQ%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
19.10,,SPAGGIARI Gianluca,1992,CM,SINTOFARM ATLETICA,5 se- 1,Comacchio,2007-05-15,https://www.fidal.it/atleta/SPAGGIARI-Gianluca/eqiRlZqgcGQ%3D,https://www.fidal.it/societa/SINTOFARM-ATLETICA/RE107
19.20,+0.4,ORRU' Francesco,1992,CM,SS SULCIS MAB SERVICE,2 su- 1,Oristano,2007-04-15,https://www.fidal.it/atleta/ORRU-Francesco/iKiSmZWicWo%3D,https://www.fidal.it/societa/SS-SULCIS-MAB-SERVICE/CA129
19.41,,PICA Gian marco,1992,CM,ATL. STUDENTESCA CA.RI.RI,5 se- 1,Ostia,2007-05-16,https://www.fidal.it/atleta/PICA-Gian-marco/f6iRmJaibmM%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
19.4,,MRABET Amine,1992,CM,ATLETICA LIVORNO,2 se- 2,Piombino,2007-04-20,https://www.fidal.it/atleta/MRABET-Amine/faiSkpSjbmQ%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
19.74,,MITI Filippo,1992,CM,EDERA ATL. FORLI,7 se- 1,Comacchio,2007-05-15,https://www.fidal.it/atleta/MITI-Filippo/eqiRlZanbGU%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
19.7,,IDDA Pier francesco,1992,CM,SS GYMNASIUM ATL ALGHERO,3 se- 1,Sanluri,2007-05-08,https://www.fidal.it/atleta/IDDA-Pier-francesco/iKiSmZmgb2s%3D,https://www.fidal.it/societa/SS-GYMNASIUM-ATL-ALGHERO/SS067
19.8,,SONNIFERO Luigi,1992,CM,A.S. 'FOCE' SANREMO,1 se- 1,Camporosso,2007-04-18,https://www.fidal.it/atleta/SONNIFERO-Luigi/daiUlpOjcWs%3D,https://www.fidal.it/societa/A-S--FOCE-SANREMO/IM030
20.0,,SONNIFERO Luigi,1992,CM,A.S. 'FOCE' SANREMO,4 se- 1,Genova,2007-05-17,https://www.fidal.it/atleta/SONNIFERO-Luigi/daiUlpOjcWs%3D,https://www.fidal.it/societa/A-S--FOCE-SANREMO/IM030
20.28,-1.4,ANNOVAZZI Davide,1992,CM,ATLETICA PONT DONNAS,6 ba- 1,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/ANNOVAZZI-Davide/jKiRlJSoa2w%3D,https://www.fidal.it/societa/ATLETICA-PONT-DONNAS/AO002
20.1,,BORTOLATO Elia,1992,CM,POLISPORTIVA DEL TARVISIANO,6 su- 1,Udine,2007-05-15,https://www.fidal.it/atleta/BORTOLATO-Elia/eayRk5OkcGQ%3D,https://www.fidal.it/societa/POLISPORTIVA-DEL-TARVISIANO/UD112
20.91,,CELLAROSI Carlomaria,1992,CM,ATL. LIB. RIMINI,8 se- 1,Comacchio,2007-05-15,https://www.fidal.it/atleta/CELLAROSI-Carlomaria/eqiRlpSgbmM%3D,https://www.fidal.it/societa/ATL--LIB--RIMINI/RN036
20.7,,PIQUEREDDU Antonio,1992,CM,AS DELOGU NUORO,3 se- 3,Sanluri,2007-05-08,https://www.fidal.it/atleta/PIQUEREDDU-Antonio/iKiRlJSobmM%3D,https://www.fidal.it/societa/AS-DELOGU-NUORO/NU040
20.8,,VADALA' Roberto,1992,CM,AICS ATLETICA STADIO,4 se- 1,Reggio Calabria,2007-05-04,https://www.fidal.it/atleta/VADALA-Roberto/hqiRk5ioams%3D,https://www.fidal.it/societa/AICS-ATLETICA-STADIO/RC030
21.3,,REBOLI Giorgio,1992,CM,POL. ARENZANO SEZ. ATLETICA,5 se- 1,Genova,2007-05-17,https://www.fidal.it/atleta/REBOLI-Giorgio/daiUlpSkbGc%3D,https://www.fidal.it/societa/POL--ARENZANO-SEZ--ATLETICA/GE007
21.70,,LEMBO Enrico,1992,CM,ASD MONTEMILETTO TEAM RUNNERS,12 su- 1,San Marcellino,2007-05-18,https://www.fidal.it/atleta/LEMBO-Enrico/gKiRlZqicWU%3D,https://www.fidal.it/societa/ASD-MONTEMILETTO-TEAM-RUNNERS/AV011
21.6,,VADALA' Roberto,1992,CM,AICS ATLETICA STADIO,3 se- 1,Reggio Calabria,2007-04-20,https://www.fidal.it/atleta/VADALA-Roberto/hqiRk5ioams%3D,https://www.fidal.it/societa/AICS-ATLETICA-STADIO/RC030
22.8,,PELLONI Enrico,1992,CM,S.G. PERSICETANA,4 se- 1,Bologna,2007-05-03,https://www.fidal.it/atleta/PELLONI-Enrico/eqiRlpOlbGU%3D,https://www.fidal.it/societa/S-G--PERSICETANA/BO437
13.82,+0.5,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,1 su- 1,Rieti,2007-06-06,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
13.92,+0.8,LUCCHI CASADEI Nicola,1990,AM,ATL. ENDAS  CESENA,1 fi- 1,Cesenatico,2007-10-06,https://www.fidal.it/atleta/LUCCHI-CASADEI-Nicola/eqiRlZSnb2U%3D,https://www.fidal.it/societa/ATL--ENDAS-CESENA/FC049
14.01,,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,2 ba- 2,Belgrado,2007-07-23,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
14.04,+1.1,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,1 se- 1,Bressanone,2007-05-27,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
14.05,+0.6,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,5 fi- 1,Belgrado,2007-07-25,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
